Brandname;ActiveIngredient;Strength;DosageForm;PrescribingProduct;Kolom1
Dacepton 5 mg/ml oplossing voor infusie;APOMORFINEHEMIHYDRAAT;5 mg/ml;Oplossing voor infusie;APOMORFINEHEMIHYDRAAT - 5 mg/ml - Oplossing voor infusie;56
Atenolol/Chloortalidon Sandoz 50/12,5 mg, filmomhulde tabletten;ATENOLOL/CHLOORTALIDON;50/12,5 mg;Filmomhulde tablet;ATENOLOL/CHLOORTALIDON - 50/12,5 mg - Filmomhulde tablet;56
Amoxicilline Teva 125 mg/5 ml poeder voor orale suspensie;AMOXICILLINE;125 mg/5 ml;Poeder voor orale suspensie;AMOXICILLINE - 125 mg/5 ml - Poeder voor orale suspensie;56
Risedronaatnatrium DOC Generici wekelijks 35 mg, filmomhulde tabletten;RISEDRONAAT/RISEDRONINEZUUR;35 mg;Filmomhulde tablet;RISEDRONAAT/RISEDRONINEZUUR - 35 mg - Filmomhulde tablet;56
Midazolam Accord 5 mg/ml, oplossing voor injectie of infusie;MIDAZOLAM;5 mg/ml;Oplossing voor injectie of infusie;MIDAZOLAM - 5 mg/ml - Oplossing voor injectie of infusie;56
Dificlir 40 mg/ml, granulaat voor orale suspensie;FIDAXOMICINE;40 mg/ml;Granulaat voor orale suspensie;FIDAXOMICINE - 40 mg/ml - Granulaat voor orale suspensie;56
Brimica Genuair 340 microgram/12 microgram, inhalatiepoeder;ACLIDINIUM/FORMOTEROL;340 mcg/12 mcg;Inhalatiepoeder;ACLIDINIUM/FORMOTEROL - 340 mcg/12 mcg - Inhalatiepoeder;56
Abseamed 7000 IE/0,7 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;7000 IE/0,7 ml;Oplossing voor injectie;EPOËTINE ALFA - 7000 IE/0,7 ml - Oplossing voor injectie;56
Karvezide 150 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;150 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 150 mg/12,5 mg - Tablet;56
Kinzalkomb 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Hepcludex 2 mg poeder voor oplossing voor injectie;BULEVIRTIDE;2 mg;Poeder voor oplossing voor injectie;BULEVIRTIDE - 2 mg - Poeder voor oplossing voor injectie;56
Midazolam Sandoz 1 mg/ml, oplossing voor injectie of infusie;MIDAZOLAM;1 mg/ml;Oplossing voor injectie of infusie;MIDAZOLAM - 1 mg/ml - Oplossing voor injectie of infusie;56
Desmopressine 1A Pharma 60 microgram, tabletten voor sublinguaal gebruik;DESMOPRESSINE;60 mcg;Tablet voor sublinguaal gebruik;DESMOPRESSINE - 60 mcg - Tablet voor sublinguaal gebruik;56
BYANNLI 1000 mg suspensie voor injectie met verlengde afgifte;PALIPERIDONPALMITAAT;1000 mg;Suspensie voor injectie;PALIPERIDONPALMITAAT - 1000 mg - Suspensie voor injectie;56
Dafiro 10 mg/160 mg filmomhulde tabletten;AMLODIPINE/VALSARTAN;10 mg/160 mg;Filmomhulde tablet;AMLODIPINE/VALSARTAN - 10 mg/160 mg - Filmomhulde tablet;56
Byetta, 5 microgram, oplossing voor injectie in voorgevulde pen;EXENATIDE, SYNTHETISCH;5 mcg;Oplossing voor injectie;EXENATIDE, SYNTHETISCH - 5 mcg - Oplossing voor injectie;56
Candesartan cilexetil HCTZ Krka 16 mg/12,5 mg tabletten;CANDESARTAN/HYDROCHLOORTHIAZIDE;16 mg/12,5 mg;Tablet;CANDESARTAN/HYDROCHLOORTHIAZIDE - 16 mg/12,5 mg - Tablet;56
Talmirmas 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Telmisartan/Hydrochloorthiazide Accord 80 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;80 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;56
Zalmeber 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Serair 50 microgram/500 microgram inhalatiepoeder, voorverdeeld;FLUTICASON/SALMETEROL;50 mcg/500 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 50 mcg/500 mcg - Inhalatiepoeder;56
Ceftriaxon 0,5 g Eberth, poeder voor oplossing voor injectie;CEFTRIAXON;0,5 g;Poeder voor oplossing voor injectie;CEFTRIAXON - 0,5 g - Poeder voor oplossing voor injectie;56
Diafer 50 mg/ml oplossing voor injectie;IJZER DERISOMALTOSE;50 mg/ml;Oplossing voor injectie;IJZER DERISOMALTOSE - 50 mg/ml - Oplossing voor injectie;56
Stesolid 10 mg/2,5 ml rektiolen, oplossing voor rectaal gebruik;DIAZEPAM;10 mg/2,5 ml;Oplossing voor rectaal gebruik;DIAZEPAM - 10 mg/2,5 ml - Oplossing voor rectaal gebruik;56
Danaparoid natrium Viatris, 750 anti-Xa eenheden/0,6 ml, oplossing voor injectie/infusie;DANAPAROID;0,6 ml;Oplossing voor injectie of infusie;DANAPAROID - 0,6 ml - Oplossing voor injectie of infusie;56
Fraxiparine 2.850 IE/ 0,3 ml oplossing voor injectie;NADROPARINE;2.850 IE/ 0,3 ml;Oplossing voor injectie;NADROPARINE - 2.850 IE/ 0,3 ml - Oplossing voor injectie;56
Actonel 30 mg filmomhulde tabletten;RISEDRONAAT/RISEDRONINEZUUR;30 mg;Filmomhulde tablet;RISEDRONAAT/RISEDRONINEZUUR - 30 mg - Filmomhulde tablet;56
Desmopressine Teva 60 microgram, tabletten voor sublinguaal gebruik;DESMOPRESSINE;60 mcg;Tablet voor sublinguaal gebruik;DESMOPRESSINE - 60 mcg - Tablet voor sublinguaal gebruik;56
ALLERGOVIT pollen, suspensie voor injectie, 1000 TE/ml (Sterkte A) en/of 10.000 TE/ml (Sterkte B);ALLERGOVIT POLLEN;1000 TE/ml;Suspensie voor injectie;ALLERGOVIT POLLEN - 1000 TE/ml - Suspensie voor injectie;56
Eprex 6000 IE/0,6 ml, oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;6000 IE/0,6 ml;Oplossing voor injectie;EPOËTINE ALFA - 6000 IE/0,6 ml - Oplossing voor injectie;56
Abseamed 1000 IE/0,5 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;1000 IE/0,5 ml;Oplossing voor injectie;EPOËTINE ALFA - 1000 IE/0,5 ml - Oplossing voor injectie;56
Comirnaty Omicron XBB.1.5 , 30 microgram/ dosis, dispersie voor injectie;RAXTOZINAMERAN;30 mcg/ dosis;Suspensie voor injectie;RAXTOZINAMERAN - 30 mcg/ dosis - Suspensie voor injectie;56
Retacrit 40.000 IE/1 ml oplossing voor injectie in voorgevulde spuit;EPOËTINE ZETA;40,000 IE/1 ml;Oplossing voor injectie;EPOËTINE ZETA - 40,000 IE/1 ml - Oplossing voor injectie;56
Carvykti 0,15 - 1,0 x 10E8 cellen, dispersie voor infusie;CILTACABTAGEEN AUTOLEUCEL;10E;Dispersie voor infusie;CILTACABTAGEEN AUTOLEUCEL - 10E - Dispersie voor infusie;56
Tegsedi 189 mg/ml, oplossing voor injectie in voorgevulde spuit;INOTERSEN NONADECA;189 mg/ml;Oplossing voor injectie;INOTERSEN NONADECA - 189 mg/ml - Oplossing voor injectie;56
Rosuvastatine/ezetimibe Bausch Health Ireland Limited 5 mg/10 mg filmomhulde tabletten;EZETIMIB/ROSUVASTATINE;5 mg/10 mg;Filmomhulde tablet;EZETIMIB/ROSUVASTATINE - 5 mg/10 mg - Filmomhulde tablet;56
Candesartan cilexetil/Hydrochloorthiazide Torrent 32 mg/12,5 mg tabletten;CANDESARTAN/HYDROCHLOORTHIAZIDE;32 mg/12,5 mg;Tablet;CANDESARTAN/HYDROCHLOORTHIAZIDE - 32 mg/12,5 mg - Tablet;56
Rozemib 5 mg/10 mg, filmomhulde tabletten;EZETIMIB/ROSUVASTATINE;5 mg/10 mg;Filmomhulde tablet;EZETIMIB/ROSUVASTATINE - 5 mg/10 mg - Filmomhulde tablet;56
Sademlip 50/850 mg, filmomhulde tabletten;METFORMINE/SITAGLIPTINE;50/850 mg;Filmomhulde tablet;METFORMINE/SITAGLIPTINE - 50/850 mg - Filmomhulde tablet;56
Bugvi 5mg/ml, poeder voor dispersie voor infusie;PACLITAXEL;5mg/ml;Poeder voor dispersie voor infusie;PACLITAXEL - 5mg/ml - Poeder voor dispersie voor infusie;56
Yescarta, maximum of 2 x 108 cells/68 ml dispersie voor infusie;AXICABTAGEEN CILOLEUCEL;68 ml;Oplossing voor infusie;AXICABTAGEEN CILOLEUCEL - 68 ml - Oplossing voor infusie;56
Irbesartan Hydrochlorothiazide Zentiva 150 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;150 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 150 mg/12,5 mg - Tablet;56
Abutrax 5mg/ml, poeder voor dispersie voor infusie;PACLITAXEL;5mg/ml;Poeder voor dispersie voor infusie;PACLITAXEL - 5mg/ml - Poeder voor dispersie voor infusie;56
Revolade 25 mg, poeder voor orale suspensie;ELTROMBOPAGOLAMINE;25 mg;Poeder voor orale suspensie;ELTROMBOPAGOLAMINE - 25 mg - Poeder voor orale suspensie;56
Mometasonfuroaat Medcor 0,1 %, lotion;MOMETASONFUROAAT;0,10%;Oplossing voor cutaan gebruik;MOMETASONFUROAAT - 0,1 % - Oplossing voor cutaan gebruik;56
Fraxiparine Forte 15.200 IE/0,8 ml, oplossing voor injectie;NADROPARINE;15,200 IE/0,8 ml;Oplossing voor injectie;NADROPARINE - 15,200 IE/0,8 ml - Oplossing voor injectie;56
Oxytocine Eureco-Pharma 5 IE/ml, oplossing voor injectie/infusie;OXYTOCINE;5 IE/ml;Oplossing voor injectie of infusie;OXYTOCINE - 5 IE/ml - Oplossing voor injectie of infusie;56
Cefuroxim Fresenius Kabi 1500 mg, poeder voor oplossing voor infusie;CEFUROXIM;1500 mg;Poeder voor oplossing voor infusie;CEFUROXIM - 1500 mg - Poeder voor oplossing voor infusie;56
Midazolam Kalceks 5 mg/ml oplossing voor injectie/infusie;MIDAZOLAM;5 mg/ml;Oplossing voor injectie of infusie;MIDAZOLAM - 5 mg/ml - Oplossing voor injectie of infusie;56
Salmeterol/Fluticasonpropionaat Neutec 50 microgram/250 microgram inhalatiepoeder, voorverdeeld;FLUTICASON/SALMETEROL;50 mcg/250 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 50 mcg/250 mcg - Inhalatiepoeder;56
Abacavir/Lamivudine Glenmark 600 mg/300 mg filmomhulde tabletten;ABACAVIR/LAMIVUDINE;600 mg/300 mg;Filmomhulde tablet;ABACAVIR/LAMIVUDINE - 600 mg/300 mg - Filmomhulde tablet;56
Telmisartan/Hydrochloorthiazide Liconsa 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Melenor 30 mg filmomhulde tabletten;RISEDRONAAT/RISEDRONINEZUUR;30 mg;Filmomhulde tablet;RISEDRONAAT/RISEDRONINEZUUR - 30 mg - Filmomhulde tablet;56
Oxycodon Kalceks 10 mg/ml oplossing voor injectie/infusie;OXYCODON;10 mg/ml;Oplossing voor injectie of infusie;OXYCODON - 10 mg/ml - Oplossing voor injectie of infusie;56
Salmeterol/Fluticasonpropionaat Neutec 50 microgram/500 microgram voorverdeeld inhalatiepoeder;FLUTICASON/SALMETEROL;50 mcg/500 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 50 mcg/500 mcg - Inhalatiepoeder;56
Naloxon HCl Accord 0,4 mg/ml, oplossing voor injectie / infusie in een voorgevulde spuit;NALOXON;0,4 mg/ml;Oplossing voor injectie of infusie;NALOXON - 0,4 mg/ml - Oplossing voor injectie of infusie;56
Eprex 8000 IE/0,8 ml, oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;8000 IE/0,8 ml;Oplossing voor injectie;EPOËTINE ALFA - 8000 IE/0,8 ml - Oplossing voor injectie;56
Eprex 1000 IE/0,5 ml, oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;1000 IE/0,5 ml;Oplossing voor injectie;EPOËTINE ALFA - 1000 IE/0,5 ml - Oplossing voor injectie;56
Carbamazepine Retard 200 mg Focus Care, tabletten met gereguleerde afgifte;CARBAMAZEPINE;200 mg;Tablet met gereguleerde afgifte;CARBAMAZEPINE - 200 mg - Tablet met gereguleerde afgifte;56
Abseamed 10.000 IE/1 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;10,000 IE/1 ml;Oplossing voor injectie;EPOËTINE ALFA - 10,000 IE/1 ml - Oplossing voor injectie;56
Abacavir/Lamivudine Accord 600 mg/300 mg, filmomhulde tabletten;ABACAVIR/LAMIVUDINE;600 mg/300 mg;Filmomhulde tablet;ABACAVIR/LAMIVUDINE - 600 mg/300 mg - Filmomhulde tablet;56
BroPair® Spiromax®, 14 microgram/232 microgram, inhalatie poeder;FLUTICASON/SALMETEROL;14 mcg/232 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 14 mcg/232 mcg - Inhalatiepoeder;56
Mycamine 50 mg, poeder voor oplossing voor infusie;MICAFUNGINE;50 mg;Poeder voor oplossing voor infusie;MICAFUNGINE - 50 mg - Poeder voor oplossing voor infusie;56
Sitagliptine/Metformine Hydrochloride Accord 50/850 mg, filmomhulde tabletten;METFORMINE/SITAGLIPTINE;50/850 mg;Filmomhulde tablet;METFORMINE/SITAGLIPTINE - 50/850 mg - Filmomhulde tablet;56
PritorPlus 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Binocrit 10.000 IE/1 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;10,000 IE/1 ml;Oplossing voor injectie;EPOËTINE ALFA - 10,000 IE/1 ml - Oplossing voor injectie;56
Duaklir Genuair 340 microgram/12 microgram, inhalatiepoeder;ACLIDINIUM/FORMOTEROL;340 mcg/12 mcg;Inhalatiepoeder;ACLIDINIUM/FORMOTEROL - 340 mcg/12 mcg - Inhalatiepoeder;56
Binocrit 40.000 IE/1 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;40,000 IE/1 ml;Oplossing voor injectie;EPOËTINE ALFA - 40,000 IE/1 ml - Oplossing voor injectie;56
Azitromycine 200 mg/5 ml, poeder voor orale suspensie;AZITROMYCINE;200 mg/5 ml;Poeder voor orale suspensie;AZITROMYCINE - 200 mg/5 ml - Poeder voor orale suspensie;56
Buccolam 5mg/1ml, oplossing voor oromucosaal gebruik;MIDAZOLAM;5mg/1ml;Oplossing voor oromucosaal gebruik;MIDAZOLAM - 5mg/1ml - Oplossing voor oromucosaal gebruik;56
Folinezuur Kalceks 10 mg/ml oplossing voor injectie/infusie;FOLINAAT;10 mg/ml;Oplossing voor injectie of infusie;FOLINAAT - 10 mg/ml - Oplossing voor injectie of infusie;56
Omeprazol Polpharma 40 mg, poeder voor oplossing voor infusie;OMEPRAZOL ,;40 mg;Poeder voor oplossing voor infusie;OMEPRAZOL , - 40 mg - Poeder voor oplossing voor infusie;56
Abacavir/Lamivudine Amarox 600 mg/300 mg, filmomhulde tabletten;ABACAVIR/LAMIVUDINE;600 mg/300 mg;Filmomhulde tablet;ABACAVIR/LAMIVUDINE - 600 mg/300 mg - Filmomhulde tablet;56
Lidocaïne Aguettant 10 mg/ml oplossing voor injectie in een voorgevulde spuit;LIDOCAINE/LIDOCAÏNE;10 mg/ml;Oplossing voor injectie;LIDOCAINE/LIDOCAÏNE - 10 mg/ml - Oplossing voor injectie;56
Licarbetida 150 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;150 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 150 mg/12,5 mg - Tablet;56
D-Cura 2.400 I.E./ml druppels voor oraal gebruik, oplossing;CHOLECALCIFEROL;2.400 IE;Druppels voor oraal gebruik;CHOLECALCIFEROL - 2.400 IE - Druppels voor oraal gebruik;56
Irbesartan/Hydrochloorthiazide Viatris 300 mg/12,5 mg, tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;300 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 300 mg/12,5 mg - Tablet;56
Kacital 1080 mg, tabletten met gereguleerde afgifte;TRI  (E 332);1080 mg;Tablet met gereguleerde afgifte;TRI  (E 332) - 1080 mg - Tablet met gereguleerde afgifte;56
Abacavir/Lamivudine Mylan 600 mg/300 mg, filmomhulde tabletten;ABACAVIR/LAMIVUDINE;600 mg/300 mg;Filmomhulde tablet;ABACAVIR/LAMIVUDINE - 600 mg/300 mg - Filmomhulde tablet;56
Tegretol CR 200, tabletten met gereguleerde afgifte 200 mg;CARBAMAZEPINE;200 mg;Tablet met gereguleerde afgifte;CARBAMAZEPINE - 200 mg - Tablet met gereguleerde afgifte;56
Fraxiparine 7.600 IE/ 0,8 ml oplossing voor injectie;NADROPARINE;7.600 IE/ 0,8 ml;Oplossing voor injectie;NADROPARINE - 7.600 IE/ 0,8 ml - Oplossing voor injectie;56
Oxycodon Kalceks 50 mg/ml oplossing voor injectie/infusie;OXYCODON;50 mg/ml;Oplossing voor injectie of infusie;OXYCODON - 50 mg/ml - Oplossing voor injectie of infusie;56
Meropenem 1000 mg Eberth, poeder voor oplossing voor injectie of infusie;MEROPENEM;1000 mg;Poeder voor oplossing voor infusie;MEROPENEM - 1000 mg - Poeder voor oplossing voor infusie;56
Midazolam Baxter 1 mg/ml oplossing voor injectie/infusie;MIDAZOLAM;1 mg/ml;Oplossing voor injectie of infusie;MIDAZOLAM - 1 mg/ml - Oplossing voor injectie of infusie;56
Azitromycine Mylan 200 mg/5 ml, poeder voor orale suspensie;AZITROMYCINE;200 mg/5 ml;Poeder voor orale suspensie;AZITROMYCINE - 200 mg/5 ml - Poeder voor orale suspensie;56
Lartokaz 300 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;300 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 300 mg/12,5 mg - Tablet;56
Serair 50 microgram/100 microgram inhalatiepoeder, voorverdeeld;FLUTICASON/SALMETEROL;50 mcg/100 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 50 mcg/100 mcg - Inhalatiepoeder;56
Midazolam Baxter 5 mg/ml oplossing voor injectie/infusie;MIDAZOLAM;5 mg/ml;Oplossing voor injectie of infusie;MIDAZOLAM - 5 mg/ml - Oplossing voor injectie of infusie;56
Amoxicilline Eurogenerics 500 mg/5 ml, poeder voor orale suspensie;AMOXICILLINE;500 mg/5 ml;Poeder voor orale suspensie;AMOXICILLINE - 500 mg/5 ml - Poeder voor orale suspensie;56
Atenolol/Chloortalidon Mylan 50/12,5 mg, tabletten;ATENOLOL/CHLOORTALIDON;50/12,5 mg;Filmomhulde tablet;ATENOLOL/CHLOORTALIDON - 50/12,5 mg - Filmomhulde tablet;56
Irbesartan/Hydrochloorthiazide Liconsa 300 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/IRBESARTAN;300 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/IRBESARTAN - 300 mg/12,5 mg - Tablet;56
Amoxicilline Sandoz 125 mg/5 ml, poeder voor orale suspensie;AMOXICILLINE;125 mg/5 ml;Poeder voor orale suspensie;AMOXICILLINE - 125 mg/5 ml - Poeder voor orale suspensie;56
Cefuroximnatrium Sandoz injectie 250 mg, poeder voor oplossing voor injectie;CEFUROXIM;250 mg;Poeder voor oplossing voor injectie;CEFUROXIM - 250 mg - Poeder voor oplossing voor injectie;56
Vedrop 50mg/ml, drank;TOCOFEROL, D-ALFA (E 307)/TOCOFERSOLAN;50mg/ml;Drank;TOCOFEROL, D-ALFA (E 307)/TOCOFERSOLAN - 50mg/ml - Drank;56
Epoetin alfa HEXAL 9000 IE/0,9 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;9000 IE/0,9 ml;Oplossing voor injectie;EPOËTINE ALFA - 9000 IE/0,9 ml - Oplossing voor injectie;56
Zyprexa 10 mg, poeder voor oplossing voor injectie in 2 ml;OLANZAPINE;10 mg;Poeder voor oplossing voor injectie;OLANZAPINE - 10 mg - Poeder voor oplossing voor injectie;56
Azitromycine Sandoz 100 mg/5 ml, poeder voor orale suspensie;AZITROMYCINE;100 mg/5 ml;Poeder voor orale suspensie;AZITROMYCINE - 100 mg/5 ml - Poeder voor orale suspensie;56
Lydisilka 14,2 mg/3 mg, filmomhulde tabletten;DROSPIRENON/ESTETROL;14,2 mg/3 mg;Filmomhulde tablet;DROSPIRENON/ESTETROL - 14,2 mg/3 mg - Filmomhulde tablet;56
BroPair® Spiromax®, 14 microgram/113 microgram, inhalatie poeder;FLUTICASON/SALMETEROL;14 mcg/113 mcg;Inhalatiepoeder;FLUTICASON/SALMETEROL - 14 mcg/113 mcg - Inhalatiepoeder;56
Binocrit 9000 IE/0,9 ml, oplossing voor injectie in voorgevulde spuit;EPOËTINE ALFA;9000 IE/0,9 ml;Oplossing voor injectie;EPOËTINE ALFA - 9000 IE/0,9 ml - Oplossing voor injectie;56
Exforge 10 mg/160 mg, filmomhulde tabletten;AMLODIPINE/VALSARTAN;10 mg/160 mg;Filmomhulde tablet;AMLODIPINE/VALSARTAN - 10 mg/160 mg - Filmomhulde tablet;56
Abseamed 6000 IE/0,6 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;6000 IE/0,6 ml;Oplossing voor injectie;EPOËTINE ALFA - 6000 IE/0,6 ml - Oplossing voor injectie;56
Abseamed 40.000 IE/1 ml oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;40,000 IE/1 ml;Oplossing voor injectie;EPOËTINE ALFA - 40,000 IE/1 ml - Oplossing voor injectie;56
Mepact, poeder voor suspensie voor intraveneuze infusie, 4 mg;MIFAMURTIDE;4 mg;Poeder voor suspensie voor injectie;MIFAMURTIDE - 4 mg - Poeder voor suspensie voor injectie;56
Azitromycine CF 200 mg/5 ml, poeder voor orale suspensie;AZITROMYCINE;200 mg/5 ml;Poeder voor orale suspensie;AZITROMYCINE - 200 mg/5 ml - Poeder voor orale suspensie;56
Eprex 2000 IE/0,5 ml, oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;2000 IE/0,5 ml;Oplossing voor injectie;EPOËTINE ALFA - 2000 IE/0,5 ml - Oplossing voor injectie;56
Talmirmas 80 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;80 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;56
Melenor 35 mg filmomhulde tabletten;RISEDRONAAT/RISEDRONINEZUUR;35 mg;Filmomhulde tablet;RISEDRONAAT/RISEDRONINEZUUR - 35 mg - Filmomhulde tablet;56
Tegretol CR 400, tabletten met gereguleerde afgifte 400 mg;CARBAMAZEPINE;400 mg;Tablet met gereguleerde afgifte;CARBAMAZEPINE - 400 mg - Tablet met gereguleerde afgifte;56
Minrin Melt 240 µg, lyophilisaat voor oraal gebruik;DESMOPRESSINE;240 mcg;Lyofilisaat voor oraal gebruik;DESMOPRESSINE - 240 mcg - Lyofilisaat voor oraal gebruik;56
Eprex 3000 IE/0,3 ml, oplossing voor injectie in een voorgevulde spuit;EPOËTINE ALFA;3000 IE/0,3 ml;Oplossing voor injectie;EPOËTINE ALFA - 3000 IE/0,3 ml - Oplossing voor injectie;56
Amoxicilline Centrient 500 mg/5 ml, poeder voor orale suspensie;AMOXICILLINE;500 mg/5 ml;Poeder voor orale suspensie;AMOXICILLINE - 500 mg/5 ml - Poeder voor orale suspensie;56
Meropenem SUN 500 mg, poeder voor injectievloeistof;MEROPENEM;500 mg;Poeder voor oplossing voor injectie;MEROPENEM - 500 mg - Poeder voor oplossing voor injectie;56
Desmopressine Melt Ferring 240 microgram, lyophilisaat voor oraal gebruik;DESMOPRESSINE;240 mcg;Lyofilisaat voor oraal gebruik;DESMOPRESSINE - 240 mcg - Lyofilisaat voor oraal gebruik;56
Neostigminemethylsulfaat CF 0,5 mg/ml, injectievloeistof;NEOSTIGMINE METHYL;0,5 mg/ml;Oplossing voor injectie;NEOSTIGMINE METHYL - 0,5 mg/ml - Oplossing voor injectie;56
Telmisartan/Hydrochloorthiazide Xiromed 80 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;80 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;56
Coversyl Plus arg 5mg/1,25mg, filmomhulde tabletten;INDAPAMIDE/PERINDOPRIL;5mg/1,25mg;Filmomhulde tablet;INDAPAMIDE/PERINDOPRIL - 5mg/1,25mg - Filmomhulde tablet;56
Tolucombi 80 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;80 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;56
Symkevi 50 mg/ 75 mg, filmomhulde tabletten;IVACAFTOR/TEZACAFTOR;50 mg/ 75 mg;Filmomhulde tablet;IVACAFTOR/TEZACAFTOR - 50 mg/ 75 mg - Filmomhulde tablet;56
AMGLIDIA 0,6 mg/ml orale suspensie;GLIBENCLAMIDE;0,6 mg/ml;Suspensie voor oraal gebruik;GLIBENCLAMIDE - 0,6 mg/ml - Suspensie voor oraal gebruik;56
Cefuroximnatrium Sandoz injectie 750 mg, poeder voor oplossing voor injectie;CEFUROXIM;750 mg;Poeder voor oplossing voor injectie;CEFUROXIM - 750 mg - Poeder voor oplossing voor injectie;56
Tevagrastim 30 MIU/0,5 ml, oplossing voor injectie of infusie;FILGRASTIM;0,5 ml;Oplossing voor injectie of infusie;FILGRASTIM - 0,5 ml - Oplossing voor injectie of infusie;56
Eklipo 5 mg/10 mg filmomhulde tabletten;EZETIMIB/ROSUVASTATINE;5 mg/10 mg;Filmomhulde tablet;EZETIMIB/ROSUVASTATINE - 5 mg/10 mg - Filmomhulde tablet;56
Tolucombi 40 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;40 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;56
Femoston Continu 1 mg/5 mg, filmomhulde tabletten;DYDROGESTERON/ESTRADIOL;1 mg/5 mg;Filmomhulde tablet;DYDROGESTERON/ESTRADIOL - 1 mg/5 mg - Filmomhulde tablet;56
Desmopressine Prolepha 60 microgram, tabletten voor sublinguaal gebruik;DESMOPRESSINE;60 mcg;Tablet voor sublinguaal gebruik;DESMOPRESSINE - 60 mcg - Tablet voor sublinguaal gebruik;56
Telmisartan/Hydrochloorthiazide Liconsa 80 mg/12,5 mg tabletten;HYDROCHLOORTHIAZIDE/TELMISARTAN;80 mg/12,5 mg;Tablet;HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;56
