PRESCRIBING_PRODUCT;AFLEVERSTATUS
FLUVOXAMINE -  - Filmomhulde tablet;Uitsluitend recept
DEXAMETHASON/GENTAMICINE - 5 mg/ml - Oogdruppels;Uitsluitend recept
BRINZOLAMIDE - 10 mg/ml - Oogdruppels;Uitsluitend recept
"POLLENEXTRACT ""OOMS"" -  - Oplossing voor huidpriktest";Uitsluitend recept
PIOGLITAZON - 45 mg - Tablet;Uitsluitend recept
HYPROMELLOSE (E 464) - 0,3% - Oogdruppels;Uitsluitend recept
FLUTICASON/SALMETEROL - 50 microgram/100 microgram - Inhalatiepoeder;Uitsluitend recept
TRIAMTEREEN - 50 mg - Tablet;Uitsluitend recept
ISONIAZIDE - 200 mg - Tablet;Uitsluitend recept
DIAMORFINE - 3 g - Poeder voor oplossing voor injectie;Uitsluitend recept
GABAPENTINE - 100 mg - Capsule;Uitsluitend recept
TOCOFEROL, D-ALFA (E 307) - 400 IE - Capsule;Uitsluitend recept
NALOXON - 0,4 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
(C2H3O2)-/ALANINE, L-/, (L-)/ASPARAGINEZUUR, L/(Ca2+)/(E 509)/(CL-)/FENYLALANINE, (L-)/(3-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINEMONO  (L-)/ISOLEUCINE, (L-)/(K+)/(E 261)/LEUCINE, (L-) (E 641)/LYSINE, L-/(MG2+)//METHIONINE, (L-)/(NA+) /(E 262)/(E 339)/HYDROXIDE (E 524)/PROLINE, (L-)/SERINE, (L-)/SOJAOLIE, GEZUIVERD/THREONINE, (L-)/TRIGLYCERIDEN MET OMEGA-3-VETZUREN/TRIGLYCERIDEN MIDDELLANGE KETEN/TRYPTOFAAN, (L-)/VALINE, (L-)/ZINK (Zn2+)/ZINK  (E 650) - 56 g/l - Emulsie voor infusie;Uitsluitend recept
ETORICOXIB - 60 mg - Filmomhulde tablet;Uitsluitend recept
TOLTERODINE - 4 mg - Capsule met verlengde afgifte;Uitsluitend recept
AZATHIOPRINE - 50 mg - Tablet;Uitsluitend recept
PODOPHYLLOTOXINE - 1,5 mg/g - Crème;Uitsluitend recept
ROPINIROL - 8 mg - Tablet met verlengde afgifte;Uitsluitend recept
RISPERIDON - 50 mg - Poeder en oplosmiddel voor suspensie voor injectie;Uitsluitend recept
CARTEOLOL - 1% - Oogdruppels;Uitsluitend recept
BIMATOPROST/TIMOLOL - 0,3 mg/ml - Oogdruppels;Uitsluitend recept
ETHINYLESTRADIOL/LEVONORGESTREL -  - Omhulde tablet;Uitsluitend recept
FLUTICASON/SALMETEROL - 25 microgram/50 microgram/dosis - Aërosol;Uitsluitend recept
CEFTRIAXON - 1 g - Poeder en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
DULOXETINE - 40 mg - Capsule;Uitsluitend recept
TESTOSTERON - 25 mg - Gel voor transdermaal gebruik;Uitsluitend recept
PIPERACILLINE/TAZOBACTAM - 4 g/0,5 g - Poeder voor oplossing voor infusie;Uitsluitend recept
OMEPRAZOL - 40 mg - Maagsapresistente capsule;Uitsluitend recept
TRIHEXYFENIDYL - 5 mg - Tablet;Uitsluitend recept
IRBESARTAN - 300 mg - Tablet;Uitsluitend recept
EPOËTINE ALFA - 4000 IE/0,4 ml - Oplossing voor injectie;Uitsluitend recept
OFLOXACINE - 200 mg - Filmomhulde tablet;Uitsluitend recept
ALLOPURINOL - 300 mg - Tablet;Uitsluitend recept
WATERIG EXTRACT VAN DERMATOPHAGOIDES PTERONYSSINUS - 100.000 SQ-E/ml - Suspensie voor injectie;Uitsluitend recept
OMEPRAZOL - 10 mg - Maagsapresistente capsule;Uitsluitend recept
DOXAZOSINE - 1 mg - Tablet;Uitsluitend recept
DEXTRAAN 70/HYPROMELLOSE (E 464) -  - Oogdruppels;Uitsluitend recept
HYDROCHLOORTHIAZIDE/VALSARTAN - 80/12,5 mg - Filmomhulde tablet;Uitsluitend recept
TRAZODON - 100 mg - Tablet;Uitsluitend recept
PYRIDOSTIGMINE - 60 mg - Omhulde tablet;Uitsluitend recept
ADENOSINE - 6 mg/2 ml - Oplossing voor injectie;Uitsluitend recept
MOXONIDINE - 0,4 mg - Filmomhulde tablet;Uitsluitend recept
(CL-)/(K+)/(E 508)/(NA+)/ - 0.15% - Oplossing voor infusie;Uitsluitend recept
MORFINE - 20 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
LETROZOL - 2,5 mg - Filmomhulde tablet;Uitsluitend recept
ETHINYLESTRADIOL/LEVONORGESTREL - 0,02 mg/0,10 mg - Filmomhulde tablet;Uitsluitend recept
PREDNISOLON - 20 mg - Tablet;Uitsluitend recept
HALOPERIDOL - 10 mg - Tablet;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 100 mg/25 mg/200 mg - Filmomhulde tablet;Uitsluitend recept
AMLODIPINE/PERINDOPRIL - 4/5mg - Tablet;Uitsluitend recept
AMLODIPINE/INDAPAMIDE/PERINDOPRIL - 7 mg/5 mg/2,5 mg - Filmomhulde tablet;Uitsluitend recept
BROTIZOLAM - 0,25 mg - Tablet;Uitsluitend recept
HUMAAN ALBUMINE - 200 g/l - Oplossing voor infusie;Uitsluitend recept
DEXAMFETAMINE/LISDEXAMFETAMINE - 20 mg - Capsule;Uitsluitend recept
BUPROPION - 150 mg - Tablet met verlengde afgifte;Uitsluitend recept
AXITINIB - 1 mg - Filmomhulde tablet;Uitsluitend recept
MOXIFLOXACINE - 400 mg - Filmomhulde tablet;Uitsluitend recept
AZITROMYCINE - 500 mg - Filmomhulde tablet;Uitsluitend recept
INDOCYANINE GROEN - 25 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
FLUCLOXACILLINE - 500 mg - Capsule;Uitsluitend recept
ROPIVACAÏNE - 2 mg/ml - Oplossing voor injectie;Uitsluitend recept
EZETIMIB/ROSUVASTATINE - 20 mg/10 mg - Filmomhulde tablet;Uitsluitend recept
COLCHICINE - 0,5 mg - Tablet;Uitsluitend recept
MESALAZINE - 1 g - Tablet met verlengde afgifte;Uitsluitend recept
FOSINOPRIL - 10 mg - Tablet;Uitsluitend recept
MOXIFLOXACINE - 400 mg/250 ml - Oplossing voor infusie;Uitsluitend recept
SILDENAFIL - 100 mg - Orodispergeerbare film;Uitsluitend recept
ENTECAVIR - 0,5 mg - Filmomhulde tablet;Uitsluitend recept
CARBIDOPA/LEVODOPA - 25 mg/100 mg - Tablet;Uitsluitend recept
INSULINE HUMAAN - 100 IE/ml - Oplossing voor injectie;Uitsluitend recept
BENDAMUSTINE - 2,5 mg/ml - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
LEVOMETHADON - 70 mg - Drank;Uitsluitend recept
TOLTERODINE - 2 mg - Filmomhulde tablet;Uitsluitend recept
CHOLECALCIFEROL - 25.000 IE - Orodispergeerbare film;Uitsluitend recept
CARVEDILOL/IVABRADINE - 6,25 mg/5 mg - Filmomhulde tablet;Uitsluitend recept
NAPROXEN/SUMATRIPTAN - 85 mg/500 mg - Filmomhulde tablet;Uitsluitend recept
MIFEPRISTON - 600 mg - Tablet;Uitsluitend recept
FENTANYL - 200 microgram - Zuigtablet;Uitsluitend recept
RISPERIDON - 4 mg - Filmomhulde tablet;Uitsluitend recept
(CL-)/(K+)/(E 508)/MACROGOL 3350/(NA+)//(E 500 (II))/(HCO3-) - 13,7 g - Poeder voor drank;Uitsluitend recept
NORADRENALINE - 1 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
DROSPIRENON - 4 mg - Filmomhulde tablet;Uitsluitend recept
ROPINIROL - 4 mg - Tablet met verlengde afgifte;Uitsluitend recept
AMITRIPTYLINE - 75 mg - Filmomhulde tablet;Uitsluitend recept
ACETYLCYSTEÏNE/ALANINE, L-/, (L-)/ASPARAGINEZUUR, L/(Ca2+)/GLUCONAAT  (E 578)/(CL-)/CHROOM (Cr3+)/CHROOMTRI/FENYLALANINE, (L-)/FLUOR/FOSFOR/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE, (L-)/ISOLEUCINE, (L-)/JODIDE (I-)/(K+)/(E 340)/HYDROXIDE (E 525)/JODIDE/KOPER (Cu2+)/KOPER/LEUCINE, (L-) (E 641)/LYSINE (L-)/(MG2+)/LACTAAT DIHYDRAAT/MANGAAN (Mn2+)/MANGAAN/METHIONINE, (L-)/(NA+)//FLUORIDE/PROLINE, (L-)/SELENIUM (Se4+)/SELENIUMDIOXIDE/SERINE, (L-)/TAURINE/THREONINE, (L-)/TRYPTOFAAN, (L-)/TYROSINE, (L-)/VALINE, (L-)/ZINK (Zn2+)/ZINK  (E 650) - 10% - Oplossing voor infusie;Uitsluitend recept
ACETYLCYSTEÏNE/ALANINE, L-/, (L-)/ASPARAGINEZUUR, L/(Ca2+)/GLUCONAAT  (E 578)/(CL-)/CHROOM (Cr3+)/CHROOMTRI/FENYLALANINE, (L-)/FLUORIDE (F-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE, (L-)/ISOLEUCINE, (L-)/JODIDE (I-)/JODIDE/KOPER (Cu2+)/KOPER/LEUCINE, (L-) (E 641)/LYSINE (L-)/(MG2+)/LACTAAT DIHYDRAAT/MANGAAN (Mn2+)/MANGAAN/METHIONINE, (L-)/(NA+)/FLUORIDE/PROLINE, (L-)/SELENIUM (Se4+)/SELENIUMDIOXIDE/SERINE, (L-)/TAURINE/THREONINE, (L-)/TRYPTOFAAN, (L-)/TYROSINE, (L-)/VALINE, (L-)/ZINK (Zn2+)/ZINK  (E 650) - 10% - Oplossing voor infusie;Uitsluitend recept
DESOXIMETASON - 2,5 mg/g - Crème;Uitsluitend recept
HUMAAN SERUMALBUMINE - 20% - Oplossing voor infusie;Uitsluitend recept
PALIPERIDON - 9 mg - Tablet met verlengde afgifte;Uitsluitend recept
TEMOZOLOMIDE - 5 mg - Capsule;Uitsluitend recept
BUDESONIDE/SALMETEROL -  - Inhalatiepoeder in harde capsule;Uitsluitend recept
LEVOTHYROXINE - 13 microgram - Tablet;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/(K+)/(E 508)/LACTAAT (R,S) (-)/(MG2+) /(E 511)/(NA+)//LACTAAT (R,S) (E 325) - 5000 ml - Oplossing voor infusie;Uitsluitend recept
TEICOPLANINE - 200 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DISTIKSTOFOXIDE (E 942) - 100% - Medicinaal gas;Uitsluitend recept
HUMAAN ALBUMINE OPLOSSING - 10 mg - Kit voor radiofarmaceutisch preparaat;Uitsluitend recept
(E 500 (II)) - 8,4% - Oplossing voor infusie;Uitsluitend recept
SILODOSINE - 4 mg - Capsule;Uitsluitend recept
ATENOLOL - 100 mg - Filmomhulde tablet;Uitsluitend recept
AMLODIPINE/OLMESARTANMEDOXOMIL - 40 mg/10 mg - Filmomhulde tablet;Uitsluitend recept
ADRENALINE/ARTICAÏNE - 40/0,01 mg/ml - Oplossing voor injectie;Uitsluitend recept
LAUROMACROGOL 400 - 10 mg/ml - Oplossing voor injectie;Uitsluitend recept
LAUROMACROGOL 400 - 20 mg/ml - Oplossing voor injectie;Uitsluitend recept
SUFENTANIL - 0,05 mg/ml - Oplossing voor injectie;Uitsluitend recept
AMLODIPINE/PERINDOPRIL - 4 mg/10 mg - Tablet;Uitsluitend recept
PRAZIQUANTEL - 600 mg - Filmomhulde tablet;Uitsluitend recept
DEXAMETHASON - 4 mg/ml - Oplossing voor injectie;Uitsluitend recept
AMITRIPTYLINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
PRAMIPEXOL - 3,15 mg - Tablet met verlengde afgifte;Uitsluitend recept
TERAZOSINE - 10 mg - Tablet;Uitsluitend recept
CLOBETASOL - 0,5 mg/g - Crème;Uitsluitend recept
LAMOTRIGINE - 50 mg - Tablet;Uitsluitend recept
PLASMAPROTEÏNEN MET FACTOR VIII INHIBITOR  BYPASSACTIVITEIT (FEIBA NF) -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
SPIRONOLACTON - 100 mg - Filmomhulde tablet;Uitsluitend recept
BUPIVACAÏNE - 2,5 mg/ml - Oplossing voor injectie;Uitsluitend recept
PREGABALINE - 300 mg - Capsule;Uitsluitend recept
SITAGLIPTINE - 50 mg - Filmomhulde tablet;Uitsluitend recept
(C2H3O2)-/ALANINE, L-/GLUTAMAAT, L-/ASPARAGINEZUUR, L/(Ca2+)/(E 509)/(CL-)/DIHYDROGENOPHOSPHAS (LN)/FENYLALANINE, (L-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE -/ISOLEUCINE, (L-)/(K+)/LEUCINE, (L-) (E 641)/LYSINE, (L-)/LYSINE, L-/(MG2+)//METHIONINE, (L-)/(NA+) /(E 262)/(E 339)/PROLINE, (L-)/SERINE, (L-)/THREONINE, (L-)/TRYPTOFAAN, (L-)/VALINE, (L-) - 500 ml - Oplossing voor infusie;Uitsluitend recept
TAPENTADOL - 200 mg - Tablet met verlengde afgifte;Uitsluitend recept
BICALUTAMIDE - 50 mg - Filmomhulde tablet;Uitsluitend recept
FLUCONAZOL - 200 mg - Capsule;Uitsluitend recept
CIPROFLOXACINE - 750 mg - Filmomhulde tablet;Uitsluitend recept
FENTANYL - 12 µg/uur - Pleister voor transdermaal gebruik;Uitsluitend recept
MIDAZOLAM - 5 mg - Neusspray;Uitsluitend recept
METHOTREXAAT - 22,5 mg - Oplossing voor injectie;Uitsluitend recept
ZILVERSULFADIAZINE - 1% - Crème;Uitsluitend recept
ATOMOXETINE - 25 mg - Capsule;Uitsluitend recept
BENZOYLPEROXIDE/CLINDAMYCINE - 10 mg/g - Gel;Uitsluitend recept
CANDESARTAN - 4 mg - Tablet;Uitsluitend recept
CITALOPRAM - 30 mg - Filmomhulde tablet;Uitsluitend recept
CYPROTERON - 50 mg - Tablet;Uitsluitend recept
ZOLMITRIPTAN - 2,5 mg - Filmomhulde tablet;Uitsluitend recept
MECLOZINE -/PYRIDOXINE -  - Zetpil;Uitsluitend recept
RISPERIDON - 2 mg - Filmomhulde tablet;Uitsluitend recept
NORADRENALINE - 5 microgram/ml - Oplossing voor injectie of infusie;Uitsluitend recept
PRAMIPEXOL - 0,18 mg - Tablet;Uitsluitend recept
AMLODIPINE/PERINDOPRIL - 8 mg/10 mg - Tablet;Uitsluitend recept
(E 508) - 7.5% - Concentraat voor oplossing voor infusie;Uitsluitend recept
RIVASTIGMINE - 4,5 mg - Capsule;Uitsluitend recept
TIGECYCLINE - 50 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
ROPIVACAÏNE - 7,5 mg/ml - Oplossing voor injectie;Uitsluitend recept
FLUVOXAMINE - 50 mg - Filmomhulde tablet;Uitsluitend recept
BRINZOLAMIDE/TIMOLOL - 10 mg/ml - Oogdruppels;Uitsluitend recept
METHACHOLINE - 100 mg - Poeder voor verneveloplossing;Uitsluitend recept
BUDESONIDE/FORMOTEROL - 200 microgram/6 microgram/dosis - Inhalatiepoeder;Uitsluitend recept
ETHINYLESTRADIOL/LEVONORGESTREL - 0,02/0,10 mg - Omhulde tablet;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 200 mg/50 mg/200 mg - Filmomhulde tablet;Uitsluitend recept
INSULINE HUMAAN/INSULINE ISOFAAN, HUMAAN - 40 IE/ml - Suspensie voor injectie;Uitsluitend recept
OXYBUTYNINE - 3,9 mg / 24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
MOROCTOCOG ALFA - 3000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
METFORMINE/SAXAGLIPTINE - 2.5 mg/1000 mg - Filmomhulde tablet;Uitsluitend recept
ETHINYLESTRADIOL/GESTODEEN - 0,075 mg/0,030 mg - Tablet;Uitsluitend recept
TACROLIMUS - 3 mg - Capsule met verlengde afgifte;Uitsluitend recept
ABEMACICLIB - 50 mg - Filmomhulde tablet;Uitsluitend recept
ATORVASTATINE/EZETIMIB - 10 mg/10 mg - Filmomhulde tablet;Uitsluitend recept
RIVASTIGMINE - 6 mg - Capsule;Uitsluitend recept
INSULINE ASPART - 100 IE/ml - Oplossing voor injectie;Uitsluitend recept
SELPERCATINIB - 80 mg - Capsule;Uitsluitend recept
OLANZAPINE - 5 mg - Orodispergeerbare tablet;Uitsluitend recept
CASPOFUNGINE - 50 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
COPOLYMEER VAN  SORBITOL 2-FLUOROACRYLZUUR, DIVINYLBENZEEN, 1,7-OCTADIEEN (91-4-5) - 8,4 g - Poeder voor orale suspensie;Uitsluitend recept
DROSPIRENON/ETHINYLESTRADIOL - 3/0,02 mg - Filmomhulde tablet;Uitsluitend recept
NONACOG GAMMA -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
TECLISTAMAB - 10 mg/ml - Oplossing voor injectie;Uitsluitend recept
LUTETIUM [177Lu]TRI - 80 G - Radiofarmaceutische uitgangsstof;Uitsluitend recept
CHOLZUUR - 50 mg - Capsule;Uitsluitend recept
APROCITENTAN - 12,5 mg - Filmomhulde tablet;Uitsluitend recept
INSULINE ASPART - 100 eenheden/ml - Oplossing voor injectie;Uitsluitend recept
TEMOZOLOMIDE - 180 mg - Capsule;Uitsluitend recept
PARA-AMINOSALICYLZUUR - 4 g - Maagsapresistent granulaat;Uitsluitend recept
NETUPITANT/PALONOSETRON - 500 microgram - Capsule;Uitsluitend recept
ALPELISIB - 50 mg - Filmomhulde tablet;Uitsluitend recept
PEGFILGRASTIM - 6 mg - Oplossing voor injectie;Uitsluitend recept
ETHINYLESTRADIOL/GESTODEEN - 0,060 mg/0,015 mg - Filmomhulde tablet;Uitsluitend recept
LENALIDOMIDE - 7.5 mg - Capsule;Uitsluitend recept
QUETIAPINE - 400 mg - Tablet met verlengde afgifte;Uitsluitend recept
INSULINE HUMAAN/INSULINE ISOFAAN, HUMAAN - 100 internationale eenheden/ml - Suspensie voor injectie;Uitsluitend recept
AMLODIPINE/HYDROCHLOORTHIAZIDE/VALSARTAN - 10 mg/320 mg/25 mg - Filmomhulde tablet;Uitsluitend recept
RIVASTIGMINE - 1,5 mg - Orodispergeerbare tablet;Uitsluitend recept
FENTANYL - 200 microgram - Buccale tablet;Uitsluitend recept
GANAXOLON - 50 mg/ml - Suspensie voor oraal gebruik;Uitsluitend recept
RITUXIMAB - 500 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
PREGABALINE - 100 mg - Capsule;Uitsluitend recept
VENETOCLAX - 50 mg - Filmomhulde tablet;Uitsluitend recept
MOMELOTINIB - 100 mg - Filmomhulde tablet;Uitsluitend recept
METFORMINE/SITAGLIPTINE - 50/850 mg - Filmomhulde tablet;Uitsluitend recept
MITAPIVAT 0,5- - 5 mg - Filmomhulde tablet;Uitsluitend recept
METFORMINE/SITAGLIPTINE - 50/1000 mg - Filmomhulde tablet;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 175/43.75/200 mg - Filmomhulde tablet;Uitsluitend recept
PRAMIPEXOL - 0,35 mg - Tablet;Uitsluitend recept
GLUCAGON - 0,5 mg - Oplossing voor injectie;Uitsluitend recept
ALOGLIPTINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
VOXELOTOR - 500 mg - Filmomhulde tablet;Uitsluitend recept
CANAGLIFLOZINE/METFORMINE - 50 mg/850 mg - Filmomhulde tablet;Uitsluitend recept
FOLLITROPINE ALFA - 450 IE/0,75 ml - Oplossing voor injectie;Uitsluitend recept
SIMOCTOCOG ALFA - 3000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
PERTUZUMAB/TRASTUZUMAB - 600/600 mg - Oplossing voor injectie;Uitsluitend recept
TEMOZOLOMIDE - 250 mg - Capsule;Uitsluitend recept
ESKETAMINE - 25 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
ATENOLOL - 100 mg - Tablet;Uitsluitend recept
DARBEPOETINE ALFA - 50 microgram - Oplossing voor injectie;Uitsluitend recept
UMECLIDINIUM - 55 microgram - Inhalatiepoeder;Uitsluitend recept
ENZALUTAMIDE - 80 mg - Filmomhulde tablet;Uitsluitend recept
FOLLITROPINE ALFA - 75 IE/0,125 ml - Oplossing voor injectie;Uitsluitend recept
SUSOCTOCOG ALFA -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
PALIPERIDONPALMITAAT - 350 mg - Suspensie voor injectie met verlengde afgifte;Uitsluitend recept
FLUTICASONFUROAAT - 27,5 microgram/dosis - Neusspray;Uitsluitend recept
LENALIDOMIDE - 2.5 mg - Capsule;Uitsluitend recept
LENVATINIB - 10 mg - Capsule;Uitsluitend recept
OMEPRAZOL - 4 mg/ml - Poeder voor orale suspensie;Uitsluitend recept
FLUTICASON/SALMETEROL - 25/250 microgram - Aërosol;Uitsluitend recept
TEMOZOLOMIDE - 20 mg - Capsule;Uitsluitend recept
LAMIVUDINE - 100 mg - Filmomhulde tablet;Uitsluitend recept
ZOLEDRONINEZUUR - 4 mg/5ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
TADALAFIL - 20 mg - Filmomhulde tablet;Uitsluitend recept
EZETIMIB/ROSUVASTATINE ZINK - 20 mg/10 mg - Capsule;Uitsluitend recept
EPOËTINE ALFA - 10000 IE - Oplossing voor injectie;Uitsluitend recept
OSELTAMIVIR - 45 mg - Capsule;Uitsluitend recept
SELVACOVATEIN -  - Emulsie voor injectie;Uitsluitend recept
IMLIFIDASE - 11 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
EVINACUMAB - 150 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
METFORMINE/SITAGLIPTINE - 50 mg/850 mg - Filmomhulde tablet;Uitsluitend recept
ATORVASTATINE/EZETIMIB - 10 mg/40 mg - Filmomhulde tablet;Uitsluitend recept
ELBASVIR/GRAZOPREVIR - 50mg/100mg - Filmomhulde tablet;Uitsluitend recept
METFORMINE/VILDAGLIPTINE - 50 mg/1000 mg - Filmomhulde tablet;Uitsluitend recept
RURIOCTOCOG ALFA PEGOL - 500 IE/5 ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
ELTROMBOPAGOLAMINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
PEGUNIGALSIDASE ALFA - 2 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
DULAGLUTIDE - 0,75 mg - Oplossing voor injectie;Uitsluitend recept
METHOXYPOLYETHYLEENGLYCOLEPOETINE BETA - 50 µg / 0,3 ml - Oplossing voor injectie;Uitsluitend recept
METHOTREXAAT - 2mg/ml - Drank;Uitsluitend recept
CASPOFUNGINE - 70 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
FOLLITROPINE ALFA - 0,5ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
ATALUREN - 125 mg - Granulaat voor orale suspensie;Uitsluitend recept
RASBURICASE - 1,5 mg/ml - Poeder en oplosmiddel voor concentraat voor oplossing voor infusie;Uitsluitend recept
OLIPUDASE ALFA - 20 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
TEZEPELUMAB - 110 mg/ml - Oplossing voor injectie;Uitsluitend recept
FLUTICASONFUROAAT -  - Inhalatiepoeder;Uitsluitend recept
MIGLUSTAT - 100 mg - Capsule;Uitsluitend recept
DROSPIRENON/ETHINYLESTRADIOL - 0,02 mg/3 mg - Filmomhulde tablet;Uitsluitend recept
DARBEPOETINE ALFA - 20 microgram - Oplossing voor injectie;Uitsluitend recept
INSULINE LISPRO/INSULINE LISPRO PROTAMINE COMPLEX -  - Suspensie voor injectie;Uitsluitend recept
PAROXETINE - 40 mg - Tablet;Uitsluitend recept
PEMIGATINIB - 4,5 mg - Tablet;Uitsluitend recept
REPAGLINIDE - 2 mg - Tablet;Uitsluitend recept
ANAKINRA - 100 mg/0,67 ml - Oplossing voor injectie;Uitsluitend recept
BREXPIPRAZOL - 4 mg - Filmomhulde tablet;Uitsluitend recept
MIGALASTAT - 123 mg - Capsule;Uitsluitend recept
ADALIMUMAB - 80 mg - Oplossing voor injectie;Uitsluitend recept
DEGARELIX - 80 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
ATEZOLIZUMAB - 840 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
RECOMBINANT HUMAAN PAPILLOMAVIRUS TYPE 11-L1 PROTEÏNE/RECOMBINANT HUMAAN PAPILLOMAVIRUS TYPE 16-L1 PROTEÏNE/RECOMBINANT HUMAAN PAPILLOMAVIRUS TYPE 18-L1 PROTEÏNE/RECOMBINANT HUMAAN PAPILLOMAVIRUS TYPE 6-L1 PROTEÏNE -  - Suspensie voor injectie;Uitsluitend recept
PALIPERIDONPALMITAAT - 150 mg - Suspensie voor injectie met verlengde afgifte;Uitsluitend recept
RITUXIMAB - 100 mg - Concentraat voor oplossing voor infusie;Uitsluitend recept
BEVACIZUMAB - 25 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
GRANISETRON - 3,1 mg/24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
AVALGLUCOSIDASE ALFA - 100 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
INSULINE HUMAAN - 40 IE/ml - Oplossing voor injectie;Uitsluitend recept
SOTORASIB - 120 mg - Filmomhulde tablet;Uitsluitend recept
METFORMINE/SITAGLIPTINE -  - Filmomhulde tablet;Uitsluitend recept
FACTOR VIII, HUMAAN/VON WILLEBRAND FACTOR, HUMAAN -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
EPOËTINE ALFA - 8000 IE/0,8 ml - Oplossing voor injectie;Uitsluitend recept
ASENAPINE - 10 mg - Tablet voor sublinguaal gebruik;Uitsluitend recept
BUPRENORFINE - 30 microgram/uur - Pleister voor transdermaal gebruik;Uitsluitend recept
SECUKINUMAB - 300 mg - Oplossing voor injectie;Uitsluitend recept
REPAGLINIDE - 1 mg - Tablet;Uitsluitend recept
INDACATEROL/MOMETASONFUROAAT - 125 microgram/62,5 microgram - Inhalatiepoeder in harde capsule;Uitsluitend recept
PEGINTERFERON ALFA-2B - 50 microgram - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
MIRTAZAPINE - 15 mg - Orodispergeerbare tablet;Uitsluitend recept
INSULINE LISPRO -  - Oplossing voor injectie;Uitsluitend recept
TACROLIMUS - 4 mg - Tablet met verlengde afgifte;Uitsluitend recept
VORICONAZOL - 50 mg - Filmomhulde tablet;Uitsluitend recept
BISOPROLOL - 2,5 mg - Filmomhulde tablet;Uitsluitend recept
ELTROMBOPAGOLAMINE - 75 mg - Filmomhulde tablet;Uitsluitend recept
ATORVASTATINE/EZETIMIB - 10 mg/ 20 mg - Tablet;Uitsluitend recept
ARACHIS HYPOGAEA SEMEN LICHT GEROOSTERD GEDEELTELIJK ONTVET, GEPOEDERD - 100 mg - Poeder voor oraal gebruik;Uitsluitend recept
BUROSUMAB - 20 mg - Oplossing voor injectie;Uitsluitend recept
EPOËTINE ALFA - 6000 IE - Oplossing voor injectie;Uitsluitend recept
INFLIXIMAB - 120 mg/ml - Oplossing voor injectie;Uitsluitend recept
VALGANCICLOVIR - 450 mg - Filmomhulde tablet;Uitsluitend recept
RALTEGRAVIR - 100 mg - Kauwtablet;Uitsluitend recept
AMLODIPINE/HYDROCHLOORTHIAZIDE/VALSARTAN - 5 mg/160 mg/25 mg - Filmomhulde tablet;Uitsluitend recept
NITROGLYCERINE - 400 microgram - Spray voor sublinguaal gebruik;Uitsluitend recept
